Frequency PickUp,Voltage PickUp,Pressure,Gear,RPM
28,6,76,30,175
229,1,19,50,232
300,38,58,44,266
190,34,86,41,268
54,49,27,11,237
146,32,50,33,15
179,23,47,37,20
244,42,14,8,281
262,26,80,50,237
80,43,40,1,114
44,25,76,41,13
88,38,66,36,104
152,20,89,7,152
35,37,94,23,232
166,1,76,11,277
174,39,58,36,208
94,7,11,3,266
262,15,37,30,286
220,38,93,1,2
268,38,22,46,62
229,27,19,1,264
76,18,83,32,10
245,41,36,2,274
110,25,43,25,5
124,30,54,22,218
75,2,73,10,175
24,12,26,0,196
262,27,36,45,171
56,19,58,49,139
213,8,58,20,52
148,23,87,8,39
289,50,91,25,227
12,35,49,14,254
237,20,2,40,62
153,40,70,16,165
3,34,84,30,80
172,12,69,19,244
104,10,47,6,293
68,23,44,18,100
180,30,1,43,88
277,4,81,47,74
232,39,30,19,291
192,15,77,19,0
214,34,21,24,190
205,20,23,42,97
56,24,60,13,112
299,10,59,33,264
269,36,67,14,37
237,1,16,50,47
96,24,78,32,99
145,5,81,19,72
27,3,41,23,18
15,47,73,9,75
221,9,80,40,77
74,11,27,29,135
31,1,74,22,156
98,18,31,8,89
36,18,17,7,35
104,38,25,30,272
195,44,9,31,204
55,3,64,29,174
235,27,28,40,255
231,24,60,43,35
202,17,0,4,152
15,9,29,30,258
214,27,18,14,54
150,22,41,40,263
44,5,65,15,30
227,50,62,40,145
202,16,17,41,113
207,34,78,5,78
246,26,59,29,286
221,38,74,29,132
230,21,10,11,38
55,48,70,36,188
272,2,65,40,271
278,29,39,16,61
299,17,13,26,89
210,13,60,5,235
176,6,17,34,118
133,34,95,39,163
149,48,99,48,123
71,0,59,38,80
267,21,17,0,71
266,42,87,39,126
194,22,29,8,279
197,11,68,29,250
39,2,86,50,233
118,1,46,39,56
122,26,26,6,154
182,33,51,2,82
174,11,89,37,108
226,45,4,7,214
74,14,71,38,3
163,35,52,8,2
218,45,56,28,133
10,17,8,38,253
177,15,68,43,271
2,19,55,1,230
89,35,70,50,142
110,30,60,36,127
239,45,71,29,2
265,5,67,41,94
111,16,8,22,206
231,37,7,39,247
72,35,37,38,34
219,21,72,3,230
95,50,41,28,95
12,37,76,33,272
266,30,45,33,152
72,32,72,49,210
271,14,15,48,13
228,17,17,11,129
35,37,76,26,296
229,4,88,14,250
58,27,93,4,115
185,8,62,25,122
79,6,37,10,162
246,16,12,4,61
224,9,60,23,230
285,11,38,13,253
255,0,88,16,159
247,32,32,15,277
203,45,17,23,114
296,34,93,49,156
215,30,69,25,252
139,16,17,36,201
177,13,67,20,31
236,9,9,27,100
254,8,43,7,276
136,43,76,0,141
196,33,82,13,295
267,21,82,31,50
141,4,43,40,249
108,12,46,40,207
139,9,6,2,285
72,4,21,14,219
167,15,56,42,227
58,8,85,39,76
101,31,27,23,281
20,31,88,15,248
153,33,57,32,19
153,30,6,0,182
288,19,47,34,92
288,46,41,39,277
19,39,5,44,83
7,27,63,36,249
292,4,93,3,96
163,4,78,34,200
84,39,90,13,194
282,28,98,18,282
187,26,8,39,259
109,38,81,14,253
149,50,7,28,195
142,41,13,24,286
17,39,28,26,38
173,0,72,12,181
124,6,30,20,160
156,17,10,14,284
254,48,88,37,91
186,7,58,40,140
104,11,93,21,165
8,23,10,38,63
47,25,42,43,250
104,4,100,17,150
115,23,29,21,133
59,29,5,1,156
157,42,34,19,142
51,8,34,15,105
105,28,8,50,92
121,1,30,8,138
51,44,11,40,207
91,42,77,50,188
139,9,0,21,251
233,47,26,0,286
3,15,72,34,274
166,38,79,46,0
131,13,29,14,272
146,35,35,28,202
293,12,62,45,3
275,2,51,44,89
281,40,76,10,265
28,30,7,36,106
169,22,60,12,252
25,46,79,13,298
266,28,11,39,110
50,4,65,4,210
131,24,61,8,60
1,47,83,13,165
174,1,15,30,269
31,1,21,24,170
295,24,62,21,80
8,27,24,20,198
218,21,2,2,70
161,47,1,14,33
189,15,47,27,0
26,45,78,0,79
225,6,94,18,140
57,41,1,48,156
94,45,68,18,256
201,35,57,23,132
28,32,39,35,252
150,26,20,36,180
87,10,62,3,94
38,50,88,42,89
73,21,60,34,11
127,25,53,16,124
218,36,22,13,271
170,13,47,44,124
55,26,78,34,110
296,36,0,6,147
205,22,77,4,125
154,12,14,30,129
71,34,26,37,25
117,12,57,47,253
162,45,55,18,95
102,3,47,37,293
130,40,76,39,208
101,20,62,17,271
190,11,38,32,65
210,4,8,30,236
232,27,45,19,60
111,44,61,16,138
145,6,72,47,270
218,17,28,45,152
62,40,53,8,107
12,41,81,14,290
227,42,28,3,129
79,47,37,50,42
291,8,84,40,50
144,32,48,28,285
32,6,23,30,167
8,20,88,36,216
209,34,76,38,276
29,44,94,16,103
120,0,7,46,17
27,4,18,10,211
13,34,60,6,148
31,49,62,29,8
64,46,33,10,244
93,29,33,39,98
104,16,14,31,158
130,48,98,50,199
169,3,64,34,298
34,9,20,10,168
184,40,57,3,119
211,36,26,18,123
47,32,43,34,37
164,42,45,11,270
69,7,5,50,22
89,45,10,17,15
158,10,91,9,46
102,23,93,14,49
157,4,64,30,22
137,42,5,33,52
118,47,42,38,103
69,1,92,48,206
266,30,95,1,272
176,28,20,4,18
288,19,72,50,37
175,18,35,50,119
33,23,70,30,46
72,7,2,42,278
85,46,100,40,94
48,1,45,9,85
198,24,98,19,143
24,3,18,40,58
27,38,25,14,170
234,41,11,41,109
241,22,44,20,222
187,48,15,2,3
180,11,57,10,252
128,6,23,50,27
223,4,22,25,244
220,49,72,16,26
189,40,82,40,44
167,34,5,1,88
271,14,58,44,129
202,10,97,30,196
221,19,6,37,287
272,3,100,16,138
151,28,31,37,27
268,13,75,19,258
290,22,21,32,102
25,34,77,9,139
149,20,88,5,52
100,35,70,0,114
284,20,8,5,210
88,3,1,28,293
130,25,96,1,297
147,24,79,44,204
47,13,37,47,136
113,34,99,22,300
1,47,28,11,63
230,21,90,26,183
45,18,54,1,123
158,13,70,0,62
187,4,45,7,206
120,35,86,18,150
111,20,10,16,87
286,28,5,17,1
254,32,75,36,166
281,15,29,29,243
276,5,61,36,280
107,19,27,47,70
240,33,45,11,191
31,36,90,50,21
291,3,52,29,227
248,40,6,28,150
222,39,2,7,120
258,12,61,49,20
3,9,19,0,245
212,48,8,35,32
203,33,82,39,15
244,1,30,34,44
112,0,60,5,156
63,37,43,34,79
204,12,31,3,161
5,2,10,40,104
113,6,85,3,47
5,31,92,16,208
181,18,72,31,292
251,19,89,40,211
221,50,6,29,258
277,7,87,7,142
287,1,5,13,163
148,12,65,39,249
276,35,70,34,292
61,15,96,36,208
296,12,94,36,113
298,43,64,30,49
24,46,31,24,164
223,6,22,5,209
125,31,63,14,105
191,42,14,30,58
167,34,64,12,43
248,21,53,37,81
292,43,2,19,234
32,10,77,36,52
6,40,42,20,272
171,32,46,0,59
107,36,97,21,44
258,50,93,42,21
175,24,27,7,259
9,4,85,13,218
69,42,65,5,203
185,49,18,14,291
287,34,35,18,27
264,38,30,48,151
147,32,75,39,274
174,33,6,43,268
75,17,76,35,194
61,50,27,10,49
232,42,83,22,115
158,38,31,16,184
180,3,1,28,269
217,27,46,8,154
240,30,27,0,92
201,45,58,20,10
77,48,64,24,220
256,31,15,26,1
147,12,86,49,251
173,1,32,48,213
272,9,46,17,119
138,7,18,18,176
271,5,7,14,177
279,26,84,19,83
173,0,92,11,192
73,3,71,8,152
15,27,0,8,194
35,41,40,23,138
265,41,77,2,207
5,3,7,35,260
9,40,41,1,261
232,15,68,9,55
192,33,78,38,199
11,24,5,35,89
19,34,92,6,4
111,40,60,50,32
183,27,84,2,252
67,13,56,44,228
234,40,39,43,158
255,37,95,34,190
99,10,43,39,231
197,47,92,49,40
105,5,82,47,65
79,50,33,18,235
43,21,32,8,140
178,32,17,18,77
184,16,89,30,213
283,3,77,38,290
275,21,67,15,176
170,44,60,47,27
81,50,11,23,248
235,28,88,25,234
193,9,1,13,33
162,33,69,26,165
171,7,26,35,271
140,37,21,15,108
90,40,18,39,142
23,17,65,49,258
163,32,7,16,216
151,16,59,12,248
16,41,37,32,248
213,20,68,10,161
0,32,46,6,181
276,48,7,29,207
112,35,89,36,140
173,24,64,15,277
49,20,21,40,293
253,13,1,31,113
32,19,12,13,256
174,31,79,40,253
246,12,75,45,186
137,26,83,19,202
198,33,23,14,246
196,5,12,20,71
255,28,21,12,5
132,25,10,24,48
164,22,58,45,260
252,46,77,28,300
84,0,28,9,265
120,32,54,13,227
183,7,46,7,261
59,1,65,39,159
97,35,37,30,109
190,43,71,48,219
255,39,35,9,64
183,21,13,6,22
157,16,23,48,255
123,20,60,16,44
171,47,70,29,232
82,30,24,6,182
104,10,5,30,17
296,41,97,33,280
181,15,41,16,141
223,49,21,27,26
22,44,42,19,111
41,39,14,25,42
117,14,86,49,69
297,29,37,9,19
263,41,89,13,141
217,47,84,50,141
281,11,0,38,149
151,35,50,26,48
288,20,51,40,267
47,34,94,6,206
187,48,72,49,177
132,36,29,17,27
296,19,70,23,118
6,32,93,12,296
264,44,36,38,285
27,41,46,43,26
211,17,22,19,118
29,6,53,26,87
245,37,96,47,129
210,7,23,26,148
75,39,15,2,112
11,21,27,14,15
31,40,86,26,249
220,21,38,43,225
270,45,66,11,24
42,41,99,49,218
270,12,79,38,170
218,38,12,19,267
238,28,20,1,175
60,1,45,19,56
112,18,25,25,295
143,19,57,12,250
102,27,62,50,181
238,41,13,0,161
116,31,63,41,16
160,35,32,34,22
151,39,47,32,296
261,45,81,14,11
76,17,87,45,272
19,44,85,9,58
253,13,86,36,223
124,15,67,1,299
59,9,39,32,252
89,27,29,48,255
123,23,93,35,110
189,23,5,27,277
247,9,0,41,16
232,7,31,21,203
54,13,74,33,70
241,4,2,17,245
208,17,0,35,93
76,15,19,3,272
133,4,34,41,275
17,39,51,2,16
91,48,68,22,4
56,14,51,6,226
208,46,93,44,239
176,48,89,18,123
60,44,55,38,216
66,12,14,29,298
289,31,28,22,193
67,14,66,19,249
278,50,92,13,203
242,27,62,12,14
70,15,64,12,231
55,2,20,48,184
198,38,97,32,95
25,41,8,8,160
283,47,23,12,185
11,46,15,2,96
199,11,82,23,294
46,2,33,10,251
280,38,95,30,189
264,47,60,15,134
119,38,29,9,214
268,20,76,12,116
154,5,4,6,113
139,34,70,26,191
8,43,2,7,244
283,49,25,33,7
150,31,1,3,233
82,17,4,22,114
156,19,2,39,89
93,40,22,32,65
84,46,16,24,243
298,38,10,25,70
177,12,21,2,243
244,46,33,48,80
64,34,82,22,274
234,34,40,49,83
281,31,36,36,289
280,21,78,3,244
274,16,80,5,161
274,5,10,15,76
35,48,27,17,39
218,20,25,3,245
95,16,28,38,68
169,43,79,32,174
63,37,44,42,1
74,14,27,32,4
108,40,14,23,111
60,22,56,28,149
159,1,51,4,130
234,2,55,42,126
211,32,64,0,110
261,50,14,26,78
284,46,92,35,210
172,21,59,12,207
128,12,60,48,172
243,49,100,13,25
250,5,92,2,240
179,46,78,40,108
243,41,72,46,171
41,36,73,39,36
89,25,34,36,124
35,16,5,42,85
108,6,73,9,227
39,35,80,45,279
173,1,11,22,168
235,26,26,0,0
16,41,33,49,265
205,48,29,40,100
68,23,69,46,79
177,23,6,33,116
172,19,36,31,115
94,8,80,37,244
294,24,1,39,284
183,38,44,50,205
298,38,97,22,65
106,22,91,0,35
4,35,98,40,48
70,40,74,13,183
232,46,58,32,205
100,39,72,40,192
219,16,62,21,55
234,28,82,5,59
258,24,34,50,44
131,46,24,1,78
79,25,76,8,290
84,30,82,13,183
32,42,93,5,127
211,21,11,6,80
253,8,5,30,86
127,0,33,16,9
64,40,3,29,92
174,32,81,24,297
36,0,54,0,293
270,43,14,29,0
78,50,61,50,134
274,5,88,0,93
49,6,13,36,281
104,30,48,37,183
244,42,27,37,245
157,24,86,12,193
184,47,39,6,126
81,48,32,24,241
25,16,20,27,202
42,4,9,30,280
128,44,83,43,247
250,27,4,10,270
95,18,48,32,97
150,8,78,14,150
199,31,75,22,239
205,1,78,49,258
227,3,57,42,257
258,5,96,22,64
258,3,50,1,149
104,9,88,33,17
146,17,39,20,194
198,5,72,13,185
18,18,46,3,24
209,14,5,15,269
120,18,66,21,50
191,50,10,45,15
107,6,70,37,122
38,28,49,41,171
91,30,70,41,86
217,41,10,43,214
100,12,89,8,18
179,42,100,13,293
243,12,88,39,155
297,37,93,0,83
172,12,64,43,12
220,32,35,0,207
109,1,94,2,117
81,41,50,2,205
176,32,23,49,236
169,30,57,10,119
133,46,80,15,267
231,2,64,18,288
130,10,51,36,185
203,35,40,22,122
261,12,92,21,113
91,16,19,46,110
150,20,43,16,239
150,25,33,47,69
161,4,40,43,48
2,28,55,34,90
189,40,0,24,91
13,1,31,40,178
226,3,96,19,286
124,23,78,1,40
217,27,92,20,256
51,50,84,31,180
145,19,92,19,112
114,50,20,43,8
5,34,88,25,260
195,4,22,41,44
28,13,84,48,179
212,48,65,31,221
65,27,38,3,39
238,17,73,12,72
243,2,74,9,107
126,7,26,32,14
172,33,82,12,194
270,34,100,5,120
43,47,86,30,244
220,30,34,34,179
248,0,11,10,247
173,20,65,10,90
260,14,92,6,142
276,47,59,42,49
74,18,61,50,180
117,29,25,14,26
121,16,99,23,293
97,37,67,35,268
245,5,94,6,186
293,43,51,5,91
152,36,91,40,103
36,23,68,35,234
257,17,27,37,66
34,0,61,30,176
175,23,15,7,189
83,44,76,41,167
166,25,35,2,220
288,8,20,2,274
68,25,78,24,95
252,1,34,11,212
172,47,15,43,185
127,45,19,19,119
236,35,1,3,130
31,21,56,8,77
269,46,25,35,292
31,20,70,47,168
270,41,10,4,173
150,1,31,30,123
112,18,12,34,70
227,13,1,33,86
218,27,70,43,180
158,1,100,37,232
127,4,88,7,173
42,42,20,4,300
145,29,13,9,271
51,20,38,16,38
35,44,1,45,18
114,31,84,46,106
162,29,86,28,229
297,30,14,7,159
122,38,16,35,256
277,41,10,31,50
265,7,23,16,33
254,37,87,25,246
50,3,75,36,35
0,10,1,40,141
6,36,37,46,170
142,28,69,47,218
7,21,77,23,130
87,20,91,24,172
129,12,33,2,72
147,27,34,42,273
179,6,67,25,220
52,21,82,40,0
47,39,96,20,225
49,26,96,48,236
281,1,69,32,116
192,36,32,39,56
195,31,18,6,239
131,21,75,31,95
247,1,45,17,52
284,46,12,21,86
55,9,66,31,244
68,20,11,42,155
228,11,59,14,58
23,27,24,36,268
251,8,33,15,19
192,22,74,30,122
154,28,63,3,253
52,20,26,8,162
40,22,28,27,150
245,44,100,9,114
155,38,26,1,242
148,32,9,8,41
94,32,12,29,25
19,38,90,44,35
16,17,18,26,270
248,28,96,47,284
242,31,28,42,171
112,12,68,11,287
175,0,84,36,181
273,6,12,13,117
202,16,12,1,67
61,48,54,18,250
84,45,74,38,204
83,15,94,16,154
252,46,40,39,177
61,32,8,38,197
55,19,34,47,167
38,36,4,42,191
20,28,94,49,94
49,14,40,47,235
70,16,75,48,61
180,2,76,22,136
6,1,76,0,59
160,2,98,37,153
89,14,80,31,161
38,10,82,13,140
214,38,35,41,281
277,42,85,35,119
129,28,3,16,76
13,27,30,24,53
64,8,0,1,102
86,1,6,1,31
4,7,83,49,254
149,18,4,10,89
39,22,60,17,151
18,43,72,46,147
196,39,20,17,103
100,18,86,20,219
284,34,84,25,212
71,26,43,11,212
114,30,89,0,243
4,15,68,25,169
91,49,71,30,150
119,12,69,22,85
284,12,57,13,54
200,20,98,11,177
86,16,1,50,139
259,39,70,50,171
133,17,2,12,28
112,29,15,16,149
277,1,32,50,278
12,35,43,44,222
34,37,69,41,120
212,37,22,2,195
290,34,56,39,160
67,48,62,19,181
242,13,56,46,64
28,14,49,9,199
80,18,49,9,132
285,25,32,0,123
131,36,54,23,234
179,16,23,37,229
33,38,10,12,34
212,19,91,45,250
6,48,33,46,245
25,18,90,24,193
87,0,15,48,69
262,15,71,5,132
92,48,69,43,208
104,23,5,39,175
71,32,97,42,286
105,10,32,27,237
230,15,34,42,294
248,21,69,14,98
280,25,0,28,184
46,10,28,50,93
275,4,13,49,200
275,18,75,18,148
70,39,72,8,42
4,22,79,50,92
227,42,59,24,137
222,34,72,3,136
161,24,41,6,297
94,42,54,6,0
298,32,5,8,263
269,48,40,48,117
51,42,21,25,92
287,40,100,15,108
53,26,53,23,109
269,39,56,14,0
243,50,52,4,17
197,3,50,34,6
186,37,71,26,27
241,36,68,14,296
12,39,90,36,153
135,40,29,5,106
23,42,24,45,231
195,43,44,44,280
241,18,61,13,219
49,14,53,22,55
281,25,78,37,70
101,46,40,41,82
125,22,77,34,267
151,16,22,29,135
292,32,98,25,33
25,50,10,15,38
276,47,18,7,201
61,49,62,12,103
140,12,36,29,143
253,37,3,17,131
84,45,14,15,283
244,26,18,22,71
113,31,78,0,159
269,46,88,26,132
141,50,6,32,141
244,43,69,46,24
141,8,88,43,81
204,9,20,25,293
26,8,67,28,173
28,19,15,49,117
205,8,35,41,113
107,24,9,32,157
196,39,22,24,173
252,6,31,15,16
272,48,80,41,3
29,31,93,40,20
112,11,5,49,153
23,27,81,26,257
217,15,56,22,155
66,17,98,7,249
32,24,71,14,268
294,40,86,39,88
126,19,52,48,167
164,8,41,27,179
99,39,82,24,205
287,2,82,37,175
279,13,48,41,178
123,32,31,30,45
223,16,81,19,54
132,24,93,34,248
250,41,72,5,147
27,21,14,40,275
229,10,86,43,201
68,29,41,43,240
33,32,29,6,272
70,44,94,17,96
154,7,22,29,24
129,50,90,0,85
216,13,31,24,132
126,5,51,27,207
11,15,41,42,171
240,31,22,0,179
225,36,50,3,77
252,40,78,2,267
241,30,1,9,140
141,40,50,12,126
298,17,35,41,123
97,15,71,34,101
187,50,23,41,102
190,0,68,14,257
191,13,99,46,166
92,43,46,29,28
194,24,83,33,132
19,43,7,9,255
220,18,23,19,137
2,22,3,34,258
108,6,57,41,66
91,46,98,36,210
37,37,14,27,167
117,12,36,26,68
113,27,40,9,192
163,36,1,5,82
111,35,1,46,199
105,44,86,18,143
122,1,18,39,1
23,18,24,18,90
259,7,33,36,139
215,29,78,40,91
262,3,15,28,24
214,4,77,40,152
79,16,30,26,68
122,26,69,32,146
170,42,75,3,282
194,43,68,40,107
78,11,93,27,237
178,18,61,0,37
275,48,88,22,152
17,1,46,15,51
264,41,8,35,167
256,12,95,47,90
268,30,34,46,193
14,36,29,18,56
229,3,84,32,56
239,1,58,47,238
58,37,61,13,179
142,49,57,30,39
157,50,58,43,42
183,35,82,49,260
125,5,59,40,278
34,27,13,21,194
244,30,12,26,119
205,43,63,30,52
175,13,29,5,223
18,9,22,46,37
62,47,75,11,111
198,29,3,10,246
73,8,68,8,123
172,40,48,8,175
281,24,42,31,210
271,1,37,40,109
76,42,18,23,242
47,26,21,0,74
92,11,4,23,292
290,43,40,20,65
72,49,28,21,148
148,5,76,41,14
208,30,32,48,22
48,46,69,40,148
7,46,59,40,126
233,48,3,7,191
242,11,20,8,23
146,42,92,43,269
279,3,11,40,227
88,39,53,23,228
102,33,75,26,74
216,40,100,39,264
20,19,74,29,113
102,12,65,37,175
130,32,84,9,112
82,43,13,32,19
240,30,73,21,255
46,33,22,35,37
208,3,77,45,61
133,3,75,37,84
79,9,88,32,194
201,31,4,9,206
129,50,80,11,255
269,16,33,35,111
95,0,83,30,13
126,45,3,27,27
36,14,79,3,259
41,7,46,4,219
189,0,100,39,97
207,43,29,4,88
222,3,40,33,162
19,21,87,0,107
130,44,38,0,232
206,16,66,42,132
125,47,4,12,79
237,6,46,45,0
183,42,100,13,287
134,30,84,49,99
36,5,88,39,84
273,34,63,13,24
295,16,54,41,285
160,38,32,17,231
127,8,90,30,98
216,22,60,50,264
299,25,19,15,275
30,31,97,36,217
218,14,82,32,59
30,14,40,32,199
268,13,88,9,172
236,11,3,2,280
38,29,28,43,167
158,3,44,29,23
32,44,100,33,3
141,50,49,47,49
116,22,70,26,128
243,50,94,35,105
286,3,14,34,47
154,19,68,39,188
65,6,49,29,5
123,6,71,26,76
165,13,69,34,212
67,2,91,19,136
193,19,19,19,74
192,42,92,3,262
298,22,62,34,60
146,2,33,12,71
115,39,52,40,159
47,14,29,35,162
209,38,33,14,47
212,49,24,21,157
260,27,5,30,37
247,43,61,41,64
278,36,4,25,175
132,13,29,24,144
97,19,67,44,1
76,13,32,32,46
149,36,89,37,255
152,28,33,47,224
208,45,72,43,206
197,21,91,49,130
126,27,75,37,27
105,34,59,20,7
104,37,68,44,46
56,47,94,50,258
194,41,35,44,155
247,43,92,20,202
162,17,22,13,10
113,10,61,49,54
154,40,46,28,284
83,33,91,48,134
58,3,25,10,201
57,47,13,16,91
26,15,33,5,134
258,4,45,4,106
252,2,61,31,179
25,42,29,0,48
297,46,97,35,33
53,0,29,50,106
233,6,59,34,3
40,48,24,27,232
66,47,25,1,166
112,10,61,29,72
212,11,9,28,213
291,35,94,2,268
31,27,32,9,104
294,48,25,41,265
272,1,53,3,281
33,16,91,30,140
232,10,51,35,261
290,45,58,15,55
61,24,21,34,247
1,21,60,3,73
260,39,4,25,257
157,10,21,40,155
189,12,26,47,1
173,24,17,33,233
242,11,88,21,92
12,35,92,46,166
225,27,44,11,147
151,15,66,30,222
116,3,59,47,180
255,27,24,14,162
101,33,21,46,268
147,4,23,48,15
267,12,52,23,40
31,18,89,34,227
11,27,74,7,203
151,2,0,27,120
196,28,61,46,237
126,38,88,34,183
268,9,6,38,278
118,27,48,3,5
161,13,11,49,59
173,4,66,19,82
270,4,96,45,113
83,42,80,33,183
151,8,66,22,70
11,32,74,14,271
184,28,86,14,275
270,2,78,4,150
33,34,72,11,49
37,23,96,43,0
25,24,88,0,80
38,9,42,36,289
195,44,1,49,68
91,14,73,41,214
28,0,83,33,211
200,20,28,18,184
77,44,42,48,251
268,23,93,10,206
8,15,75,12,293
240,9,69,13,273
199,1,87,2,296
257,4,13,38,74
237,14,35,5,268
64,17,98,7,30
296,47,84,29,242
162,16,56,3,162
14,31,93,12,220
129,0,6,12,45
1,35,43,28,167
99,18,47,14,125
228,32,0,24,56
116,2,14,13,240
114,16,0,13,229
215,11,63,10,162
84,6,34,35,8
294,22,10,50,242
289,14,9,46,181
51,4,11,46,14
241,1,0,44,205
137,41,73,48,41
106,50,60,10,31
180,10,79,29,145
253,8,73,6,171
181,48,81,5,113
162,37,88,8,42
53,45,38,49,243
243,21,38,20,291
215,6,1,3,141
132,5,79,11,297
170,2,52,32,248
241,15,1,33,65
74,31,71,44,190
145,17,24,35,296
192,16,85,38,236
219,5,8,36,98
115,1,31,7,179
268,50,33,8,237
111,8,1,5,124
159,5,28,4,91
185,3,78,39,299
1,12,85,33,246
13,39,13,43,137
171,23,64,10,254
205,39,87,32,148
54,32,74,10,156
30,29,27,27,0
114,10,18,48,232
82,28,40,11,257
57,4,67,3,119
228,16,53,43,58
192,39,5,18,174
165,8,33,30,48
69,9,52,7,94
158,31,92,24,133
146,48,7,40,73
50,42,67,31,252
115,35,27,33,264
12,29,79,48,190
297,41,96,7,182
97,43,63,40,87
91,13,7,31,40
4,30,57,35,3
32,39,25,2,29
161,18,89,40,245
245,9,53,50,0
266,50,0,50,169
254,44,85,34,271
125,42,69,36,22
105,28,36,38,28
48,38,87,36,9
251,3,4,46,48
61,11,100,42,57
267,49,83,3,153
160,23,71,22,227
89,47,36,26,42
185,30,97,12,287
3,32,72,6,207
114,13,97,17,112
196,24,30,17,169
172,15,28,5,103
132,32,69,23,275
74,11,99,21,268
162,5,61,22,259
258,3,27,6,249
68,6,3,20,283
144,38,52,47,47
25,10,45,6,168
49,49,98,28,8
26,24,59,37,279
88,43,43,22,151
139,34,73,31,152
67,37,64,11,275
213,27,15,14,135
7,27,24,7,18
129,41,16,34,149
115,38,86,42,192
279,42,31,40,154
2,25,2,38,81
32,45,82,7,246
61,33,74,49,116
277,24,23,30,121
215,3,72,42,290
201,10,26,8,210
291,14,78,42,49
114,32,62,39,21
255,41,13,40,83
15,21,81,25,75
68,35,31,41,34
130,12,25,14,201
30,21,62,3,225
210,43,66,16,235
167,7,77,25,197
204,18,80,40,127
130,14,87,49,221
29,32,74,23,36
179,44,45,21,267
146,32,81,41,11
171,36,44,43,16
73,11,21,26,80
105,44,63,49,47
234,2,66,10,197
198,2,2,36,50
0,35,28,38,176
77,9,21,46,185
226,39,45,8,194
159,10,60,42,26
131,4,64,12,296
213,10,0,0,2
182,3,24,9,166
228,35,93,44,136
139,43,81,32,91
131,2,17,21,259
190,16,77,38,104
153,28,99,47,80
185,1,86,24,152
207,14,59,23,281
80,29,44,24,32
89,29,25,38,168
88,9,51,5,189
46,34,24,21,231
253,30,60,2,148
84,34,42,30,202
139,18,43,45,294
154,3,72,7,172
62,0,6,35,105
11,8,90,9,241
222,34,93,32,250
182,35,40,21,1
170,29,41,33,211
158,20,56,20,251
95,21,67,29,176
276,30,3,50,190
290,31,86,2,56
76,35,100,43,217
20,18,19,4,242
264,1,2,23,57
148,22,60,35,150
287,10,19,32,3
31,9,32,40,46
271,14,98,22,278
146,1,1,26,230
160,46,84,49,101
12,29,78,8,96
62,34,82,43,42
89,7,67,12,137
20,6,61,14,200
92,25,97,49,194
19,10,21,9,147
141,32,87,4,154
173,45,54,13,51
167,28,6,17,177
80,3,25,9,195
274,41,89,13,267
19,3,66,38,218
173,30,26,3,164
106,9,65,9,279
118,18,99,44,174
214,31,94,31,130
124,12,70,30,149
50,32,90,24,223
299,30,57,12,47
214,28,53,38,228
93,34,93,5,21
260,16,74,3,112
200,30,45,24,155
264,13,29,15,2
281,17,92,44,159
56,47,43,16,208
53,12,12,42,2
99,33,85,20,135
300,16,80,46,204
223,13,99,36,183
33,20,2,24,248
226,1,67,42,287
78,22,68,27,188
163,41,42,3,31
205,8,26,43,92
118,12,76,48,41
266,50,79,36,28
163,22,53,36,259
90,3,12,4,6
41,13,36,36,167
208,16,59,20,158
24,35,18,12,249
204,23,11,8,18
164,26,9,13,101
201,3,76,29,75
281,34,76,7,239
119,14,80,45,206
103,25,18,32,136
22,38,26,19,254
0,39,31,25,239
58,40,92,48,181
243,50,58,18,99
137,4,88,7,20
143,8,13,25,234
248,17,11,25,283
279,1,65,38,6
231,6,93,17,134
245,15,59,50,36
124,38,65,46,5
125,10,72,42,15
213,7,83,2,158
234,41,12,5,291
172,22,26,29,118
131,48,9,25,237
266,19,20,37,282
157,22,53,46,59
33,1,50,30,40
55,16,50,18,84
3,49,9,9,280
65,33,93,41,148
88,33,70,27,138
53,44,2,29,115
44,23,64,38,126
148,2,36,11,236
242,27,49,45,4
218,7,92,25,106
282,18,26,6,240
173,16,59,16,197
249,33,32,33,266
50,4,14,34,98
36,45,97,34,122
2,4,92,48,289
36,36,46,28,271
75,25,8,10,233
160,48,100,43,169
35,8,66,6,102
212,28,26,43,283
145,10,68,44,262
22,47,69,11,17
178,9,10,38,203
134,3,9,17,62
169,49,39,37,248
243,28,11,24,95
7,50,36,33,64
154,11,73,45,52
12,27,44,3,130
43,41,87,14,291
264,19,15,18,85
197,38,33,46,93
258,6,61,2,87
106,17,2,28,15
217,11,99,38,116
21,45,48,3,15
216,41,89,41,59
204,11,92,4,85
255,7,16,14,254
87,21,76,18,160
296,15,11,12,165
45,11,43,49,31
6,35,32,46,79
288,11,47,8,57
103,5,91,20,19
288,5,25,15,109
22,41,59,33,15
214,49,100,22,90
1,39,19,29,104
178,18,18,2,18
254,26,4,0,264
189,28,21,28,13
75,8,30,37,283
41,47,94,33,132
215,45,20,36,29
85,49,6,33,51
77,22,4,3,214
172,36,63,50,63
129,28,42,6,106
90,11,28,8,227
188,16,80,11,173
181,42,85,45,190
278,20,11,46,35
66,34,93,22,96
265,45,85,43,238
268,12,58,31,31
228,12,32,48,272
214,27,54,38,65
132,33,91,18,54
260,24,90,30,252
20,48,47,14,139
182,41,56,18,153
278,38,47,42,128
250,49,3,34,208
